CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,TearGas
Portland,Lincoln Park to Deering Oaks Park,,ME,US,2020-10-03,more than 100 people; hundreds; roughly 300,100,,300,,,Black Portland Organizers Working to End Racism,"against racism, against police violence",1,protest,,,,,1,1,https://www.newscentermaine.com/article/news/local/as-seen-on-tv/black-power-protest-for-racial-equality/97-d2487f71-d8c4-4b4a-b7dc-f74768d61bc5,https://www.wmtw.com/article/hundreds-march-in-black-power-rally-in-portland/34260051,https://bangordailynews.com/2020/10/04/news/portland/racial-justice-rally-stirs-portland-as-grand-jury-recordings-surface-in-breonna-taylor-trial/,,
Portland,Glenn Jackson I-205 Bridge,,OR,US,2020-10-03,,11,,11,,,Libertarian Party,for Libertarian candidates for office,0,nude rally,,,,,0,1,https://www.koin.com/local/irked-by-little-press-oregon-libertarians-hold-nude-rally/,,,,
Portland,Burnside Bridge,,OR,US,2020-10-03,,,,,,,The People Vs. ICE,for abolishing ICE,1,vigil; march,,,,,0,1,https://www.koin.com/news/protests/vigil-and-candlelit-march-for-ice-detainees-planned-for-downtown/,,,,
Portland,Portland Public Schools District Building,,OR,US,2020-10-03,,,,,,,Fridays 4 Freedom,for Black education,1,march,,,,,0,1,https://www.koin.com/news/protests/vigil-and-candlelit-march-for-ice-detainees-planned-for-downtown/,,,,
Portland,Rossman Park,,OR,US,2020-10-03,,,,,,,general protesters,for centering Black voices,1,march,,,,,0,1,https://www.koin.com/news/protests/vigil-and-candlelit-march-for-ice-detainees-planned-for-downtown/,,,,
Providence,SEIU 1199 NE office to Bannister Center for Rehabilitation and Nursing,,RI,US,2020-10-03,about three dozen,36,,36,,,SEIU 1199 NE,for improved staffing and higher wages for nursing home workers,0,march,,,,,1,1,https://upriseri.com/2020-10-03-bannister/,,,"Three-day strike planned, starting on Friday.",
Pulaski,Pulaski County Jail,,IL,US,2020-10-03,,,,,,,Southern Illinois Immigrant Rights Project; Midwest Council for Civil Rights,"against ICE, for release of detained immigrants during coronavirus pandemic, for inspection of immigrant detention facility",1,protest,,,,,1,1,https://www.facebook.com/events/927034004451270,https://thesouthern.com/news/local/crime-and-courts/immigrant-rights-groups-to-hold-demonstration-at-pulaski-county-detention-center/article_6d04c4f5-bb74-5437-afef-25ecd67ff320.html,,,
Queensbury,,,NY,US,2020-10-03,,,,,,,general protesters,for reelection of Rep. Elise Stefanik,2,rally,,,,,1,1,https://poststar.com/news/local/stefanik-to-host-rally-with-new-safety-protocols-in-place/article_6592f15e-2265-5762-b77c-ce7023d1d3f6.html,,,,
Redwood City,Courthouse Square,,CA,US,2020-10-03,,,,,,,general protesters,protest military sexual trauma,1,protest,,,,,1,1,https://www.instagram.com/p/CFgZsknhRER/,,,,
Redwood City,2200 Broadway St,,CA,US,2020-10-03,,,,,,,BAJ4VG; Our Sister's Keeper Movement,seek justice for Vanessa Guillen,1,protest,,,,,1,1,https://www.instagram.com/p/CFw3tFiBXlb/,,,,
Rochester,Tops Plaza,,NY,US,2020-10-03,,,,,,,general protesters,"against racism, against police violence",1,march,,,,,1,1,https://spectrumlocalnews.com/nys/rochester/human-interest/2020/10/04/protesters-gathered-in-front-of-rpd-east-section-office-saturday-night,,,,
Rochester,"Gordon Field House, Rochester Institute of Technology",,NY,US,2020-10-03,,,,,,,students,"against racism, against police violence",1,rally,,,,,1,1,https://spectrumlocalnews.com/nys/rochester/news/2020/10/04/rit-students-seek-to-educate-public-with-peaceful-blm-protest,,,,
Rockford,Rockford City Hall,,IL,US,2020-10-03,,,,,,,May 30th Alliance,"against racism, against police violence",1,sit-in,,,,,1,1,https://www.rrstar.com/news/20201006/six-protesters-arrested-at-rockford-city-hall,,,,
Saint Augustine,Flagler College,,FL,US,2020-10-03,,,,,,,general protesters,"for removal of Confederate monument, for resignation of Mark Bailey from Flagler College Board of Trustees",1,protest,1,,,,1,1,https://www.firstcoastnews.com/article/news/local/at-least-one-person-arrested-during-saturday-protest-outside-flagler-college/77-e478665f-29b6-4fb9-b374-6c477af29d55,,,"Groups clashed, not clear which side had person arrested.",
Saint Augustine,Flagler College,,FL,US,2020-10-03,,,,,,,general protesters,"against removal of Confederate monument, in support of Flagler College trustee Mark Bailey",2,counter-protest,1,,,,1,1,https://www.firstcoastnews.com/article/news/local/at-least-one-person-arrested-during-saturday-protest-outside-flagler-college/77-e478665f-29b6-4fb9-b374-6c477af29d55,,,"Groups clashed, not clear which side had person arrested.",
Saint Charles,Highway 94,,MO,US,2020-10-03,about 100 people,100,,100,,,general protesters,"for President Trump, for police, for the military",2,march,,,,,1,1,https://www.stltoday.com/news/local/stcharles/photos-trump-supporters-march-in-st-charles/collection_7c50b824-7c8b-55db-8400-6b82a0d3ba05.html,,,,
Saint Petersburg,Saint Petersburg City Hall,,FL,US,2020-10-03,FB: 40,40,,40,,,Uhuru Solidarity Movement,"against racism, against white nationalist violence, for reparations",1,rally,,,,,1,1,https://www.facebook.com/events/344395863304017/,,,,
Saint Petersburg,South Straub Park to St. Pete Pier to South Straub Park,,FL,US,2020-10-03,nearly 300 people; 300 or so,300,,300,,,Movement St. Pete,"against racism, against white supremacy",1,rally; march; vigil,,,,,0,1,https://www.wtsp.com/article/news/local/pinellascounty/st-petersburg-rally-against-hate-movement-st-pete/67-8a2a1bc9-d75d-4322-aba8-9c587e5a3552,https://www.tampabay.com/news/st-petersburg/2020/10/04/in-st-petersburg-a-tense-but-peaceful-night-between-protest-groups/,https://www.abcactionnews.com/news/region-pinellas/st-pete-peace-protest-calls-for-peace-justice-and-equity-during-their-rally-against-hate,Rally Against Hate and Vigil for Justice,
Saint Petersburg,Williams Park to South Straub Park to St. Pete Pier to South Straub Park to City Hal,,FL,US,2020-10-03,a few dozen counter protesters,36,,36,,,general protesters,"for President Trump, for police, against white supremacy",2,counter-protest,,,,,0,1,https://www.tampabay.com/news/st-petersburg/2020/10/04/in-st-petersburg-a-tense-but-peaceful-night-between-protest-groups/,https://www.abcactionnews.com/news/region-pinellas/st-pete-peace-protest-calls-for-peace-justice-and-equity-during-their-rally-against-hate,https://www.wtsp.com/article/news/local/protesters-meet-st-pete-black-lives-matter-blue-thunder/67-350c84f2-541a-4e07-8d04-ec8800617d18,,
San Angelo,Robert E. Lee Middle School,,TX,US,2020-10-03,about 25 protestors,25,,25,,,San Angelo Equity Alliance,for changing name of middle school that honors Confederate Gen. Robert E. Lee,1,demonstration,,,,,1,1,https://www.gosanangelo.com/story/news/2020/10/04/demonstrators-want-robert-e-lee-middle-school-name-changed/3611740001/,,,,
San Francisco,Civic Center,,CA,US,2020-10-03,FB: 20,20,,20,,,Refuse Fascism Bay Area; Refuse Fascism,"against President Trump, against fascism",1,rally,,,,,1,1,https://www.facebook.com/events/3032690273501494/,https://sf.funcheap.com/trumppence-struggle-future-rally/,,Trump/Pence out Now,
Seattle,Green Lake Park,,WA,US,2020-10-03,,,,,,,Veterans for Peace Seattle Chapter 92; Refuse Fascism; Refuse Fascism Seattle,"against President Trump, against fascism",1,rally,,,,,1,1,https://www.facebook.com/events/451664835780169/,,,Trump/Pence out Now,
Seattle,Cal Anderson Park,,WA,US,2020-10-03,roughly 100 people,100,,100,,,general protesters,"against racism, against police",0,protest,16,,,1,1,1,https://lmtribune.com/northwest/seattle-police-arrest-16-at-capitol-hill-protest/article_e144100e-c3ee-5d90-9f38-929b5c88af3c.html,https://mynorthwest.com/2207110/seattle-police-arrest-16-protest-2/,https://www.seattletimes.com/seattle-news/seattle-police-arrests-16-at-capitol-hill-protest-on-saturday/,Police used pepper spray,1
Shreveport,Cross Lake,,LA,US,2020-10-03,nearly 146 boaters,146,,146,,,general protesters,for President Trump,2,boat parade,,,,,1,1,https://www.ktbs.com/community/shreveport-residents-join-for-trump-boat-rally-on-cross-lake/article_c33c8754-05c3-11eb-8dd3-f3c52ffc08ac.html,,,,
South Toms River,Mathis Plaza,,NJ,US,2020-10-03,,18,,18,,,general protesters,for Joe Biden,1,rally,,,,,1,1,https://www.jerseyshoreonline.com/berkeley/rally-shows-support-for-biden-in-ocean-county/,,,,
Sunnyvale,Murphy Park to Downtown Sunnyvale,,CA,US,2020-10-03,,,,,,,general protesters,antiracism; Black Lives Matter,1,protest,,,,,1,1,https://www.instagram.com/p/CFqOV99B0ha/,,,,
Tallulah,,,LA,US,2020-10-03,,,,,,,Purple Patches,"against domestic violence, against cancer",0,march,,,,,1,1,https://www.knoe.com/2020/10/04/organizers-in-tallulah-march-against-domestic-violence-cancer/,,,,
Terre Haute,Vigo County Courthouse,,IN,US,2020-10-03,dozens of supporters,24,,24,,,general protesters,for President Trump,2,rally,,,,,1,1,https://www.mywabashvalley.com/news/dozens-gather-near-vigo-county-courthouse-for-rally-in-support-of-president-trump/,,,,
Terre Haute,Vigo County Courthouse,,IN,US,2020-10-03,,,,,,,general protesters,"for Joe Biden, against racism, against police violence",1,counter-protest,,,,,0,1,https://www.mywabashvalley.com/news/dozens-gather-near-vigo-county-courthouse-for-rally-in-support-of-president-trump/,,,,
Topeka,Washburn University,,KS,US,2020-10-03,,,,,,,general protesters,for Black Lives Matter,1,rally,,,,,1,1,https://www.ksnt.com/news/local-news/blue-shield-rollin-rally-in-topeka-shows-support-for-law-enforcement/,,,,
Tulsa,,,OK,US,2020-10-03,around 500 drivers,500,,500,,,MAGA Drag the Interstate,for President Trump,2,car caravan,,,,,1,1,https://tulsaworld.com/news/local/gallery-drivefor45-rolling-rally-in-tulsa-held-in-support-of-president-trump/collection_c347fe28-05f9-11eb-8819-bb07a1a47aee.html,https://ktul.com/news/local/tulsans-held-rolling-rally-drivefor45-event-for-president,,MAGA Drag the Interstate,
Tulsa,Brookside Diner,,OK,US,2020-10-03,FB: 21,21,,21,,,Peaceful Rally-Tulsa,"against President Trump, against fascism",1,march,,,,,0,1,https://www.facebook.com/events/3398789386837589/,,,Trump/Pence out Now,
Waco,,,TX,US,2020-10-03,approximately 40 vehicles,40,,40,,,general protesters,for President Trump,2,vehicle rally,,,,,1,1,https://www.kwtx.com/2020/10/03/area-flag-waving-trump-supporters-conduct-vehicle-rally/,,,MAGA Drag the Interstate,
Waco,Heritage Square,,TX,US,2020-10-03,,,,,,,McClennan County Democratic Party,for Joe Biden,1,car caravan,,,,,0,1,https://www.kwtx.com/2020/10/03/central-texas-democrats-attend-ridin-for-biden-rally/,,,Ridin' for Biden,
Wallkill,Middletown City Hall to Wallkill Town Hall,,NY,US,2020-10-03,some 50 people,50,,50,,,general protesters,"against racism, against police violence",1,march,,,,,1,1,https://midhudsonnews.com/2020/10/04/dozens-march-for-black-lives-matter-in-middletown-area/,,,,
Warren,Weigand Park,,MI,US,2020-10-03,,,,,,,South Warren Alliance of Radical Movement; Michigan Liberation; Detroit Will Breathe; We the People,"against racism, for removal of Councilman Eddie Kabacinski, in support of local Black family that suffered repeated attacks",1,march,,,,,1,1,https://www.macombdaily.com/news/local/attacks-on-black-family-prompt-warren-rally-and-march/article_c70faad0-0665-11eb-94b0-c75937fa6398.html,,,,
Washington,Lafayette Square,,DC,US,2020-10-03,,,,,,,WalkAway,"for President Trump, against the Democratic Party, for police",2,march; rally,,,,,1,1,https://www.wusa9.com/article/news/local/protests/protests-and-rallies-fill-dc-streets-one-month-ahead-of-election/65-7460e7d8-e504-4c7b-afd5-042a4ca7099b,https://www.unsilentmarch.com/,https://www.theblaze.com/news/trump-rally-washington-walkaway-march-blm,The #Unsilent Majority March on Washington,
Washington,,,DC,US,2020-10-03,,,,,,,general protesters,"against racism, against police violence, against President Trump",1,counter-protest,1,1,,,0,1,https://www.theblaze.com/news/trump-rally-washington-walkaway-march-blm,https://twitter.com/FordFischer/status/1312825298065424390,,,
Washington,U.S. Capitol,,DC,US,2020-10-03,,,,,,,Bikers for Liberty,for democracy,1,motorcycle ride,,,,,0,1,https://www.wusa9.com/article/news/local/protests/protests-and-rallies-fill-dc-streets-one-month-ahead-of-election/65-7460e7d8-e504-4c7b-afd5-042a4ca7099b,,,End of cross-country ride.,
Washington,,,DC,US,2020-10-03,,,,,,,Capital Pride Alliance,for rights of transgender and gender-nonconforming people,1,march; online rally,,,,,0,1,https://www.washingtonblade.com/2020/10/01/trans-visibility-march-returns-this-weekend/,,,Trans Visibility March,
Washington,outside Mayor Bowser's home,,DC,US,2020-10-03,around two dozen teachers and parents,24,,24,,,Washington Teachers Union,against reopening schools for in-person learning during coronavirus pandemic,0,protest; car caravan,,,,,0,1,https://www.wusa9.com/article/news/education/its-not-time-to-go-back-dc-teachers-protest-outside-mayors-home-over-reopening-concerns/65-fae7918d-586b-47e6-af74-7e720bd52db2,,,,
Wauwatosa,Hart Park,,WI,US,2020-10-03,a group of about 100 protesters,100,,100,,,The People's Revolution Milwaukee,"against racism, against police violence",1,rally; sit-in,,,,,1,1,https://www.fox6now.com/video/857216,https://shepherdexpress.com/news/happening-now/sit-in-in-tosa-village-marks-day-128-of-peaceful-blm-protest/#/questions,,,
West Hartford,Wolcott Park,,CT,US,2020-10-03,,,,,,,We the People for Democracy and Fight Against Injustice and Inequality,"against racism, against police violence",1,silent protest,,,,,1,1,https://we-ha.com/silent-protests-to-continue-in-west-hartford/,,,,
Wichita,Sedgwick County Courthouse,,KS,US,2020-10-03,FB: 269,269,,269,,,On STAGE; Fly Together Movement,for Justice Ginsburg,1,march,,,,,1,1,https://www.facebook.com/events/1485023728372769/,,,,
Williamsburg,Colonial Williamsburg,,VA,US,2020-10-03,,,,,,,Coming to the Table,"against racism, for reparations",1,rally,,,,,1,1,https://www.dailypress.com/virginiagazette/va-vg-reparations-rally-1003-20201001-u5axfb6gyrby5mpuers5nf254q-story.html,,,"Heal Williamsburg, Heal the Nation",
Williamsburg,Merchants Square,,VA,US,2020-10-03,150-plus people,150,,150,,,general protesters,"against racism, against police brutality",1,protest,,,,,1,1,https://www.wtkr.com/sports/tribe-sprinter-felecia-hayes-hosts-protests-every-week-for-4-months-straight,,,,
Wilmington,Wilmington Police Headquarters to Leonard L. Williams Justice Center,,DE,US,2020-10-03,,,,,,,general protesters,"against racism, against police violence",1,march,,,,,1,1,https://www.delawareonline.com/picture-gallery/news/2020/10/03/protest-takes-blm-message-courthouse-police-hq/3610956001/,,,,
,Garden State Parkway,,NJ,US,2020-10-03,,,,,,,Patriots for Trump,for President Trump,2,rally; car caravan,,,,,1,1,https://wpgtalkradio.com/maga-drag-the-interstate-rally-planned-for-oct-3-in-new-jersey/,,,,
Akron,Reservoir Park,,OH,US,2020-10-04,FB: 22,22,,22,,,Ohio Community Coalition Akron Chapter,"against racism, against police violence",1,protest,,,,,1,1,https://www.facebook.com/events/2645520722365133/,,,,
Alexandria,Thomas Jefferson High School,,VA,US,2020-10-04,,,,,,,general protesters,for change in admissions process for Thomas Jefferson High School to increase racial diversity,0,rally,,,,,1,1,https://wtop.com/alexandria/2020/10/thomas-jefferson-high-alumni-rally-for-change-in-student-admissions-process/,,,,
Alpena,Duck Park,,MI,US,2020-10-04,50-some walkers,50,,50,,,Working for Justice-Alpena,for equality and inclusion,0,silent march,,,,,1,1,http://www.wbkb11.com/silent-march-on-sunday-october-4,https://www.thealpenanews.com/news/local-news/2020/10/silent-march-promotes-inclusion-in-alpena/,,,
Bend,Ponderosa Skate Park to Bend Police Department,,OR,US,2020-10-04,,,,,,,Central Oregon Peacekeepers,"against racism, against police inaction on violent threats toward protesters",1,protest; roadblock,,,,,1,1,https://ktvz.com/top-stories/2020/10/04/krantz-vows-investigation-protesters-block-hwy-20-near-pd-hq-day-after-melee/,,,,
Bethesda,Walter Reed National Military Medical Hospital,,MD,US,2020-10-04,hundreds of people,200,,200,,,general protesters,for President Trump,2,rally,,,,,1,1,https://www.politico.com/news/2020/10/05/maga-supporters-walter-reed-trump-covid-426295,https://twitter.com/rawsmedia/status/1312922129873199105,https://www.washingtonpost.com/lifestyle/trump-supporters-walter-reed-rally/2020/10/04/b55dae9e-0675-11eb-859b-f9c27abe638d_story.html,,
Beverly Hills,Will Rogers Memorial Park to Jeff Bezo's home at 9560 Sunset Blvd,,CA,US,2020-10-04,dozens of Amazon workers,24,,24,,,Congress of Essential Workers; Sunrise Movement; Extinction Rebellion,"for higher pay and better workplace protections for Amazon workers during coronavirus pandemic, for a federal wealth tax",1,march,,,,,1,1,https://www.businessinsider.com/amazon-protesters-visit-jeff-bezos-california-house-demand-wage-increase-2020-10,https://www.washingtonpost.com/nation/2020/10/05/coronavirus-covid-live-updates-us/#link-GVS2RA5K4ZG37NULXVI4BAXX24,https://ktla.com/news/local-news/protests-outside-jeff-bezos-beverly-hills-mansion-demand-better-working-conditions-higher-wages/,,
